gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	average
SMAD3	7.570377688	82.29067248	18.49586788	45.41691614	11.71057346	35.38897432	33.5560667	48.84959092	83.84546255	12.57024659	112.9901956	29.69359285	34.3826891	40.85255436	35.12593986	10.33971267	42.76995866	53.7618674	34.83782706	102.0865286	30.96989701	83.23445681	49.33547982	16.16142674	84.0466826	58.02845138	24.85644262	77.76417105	108.532214	5.027809985	20.94993711	54.65397611	61.44741103	98.6052295	60.17253844	17.11905833	9.932226923	13.02112937	89.00523978	13.49989984	30.60531635	43.1195715	62.07289731	30.32748503	49.93983803	41.86137168	2.914043924	13.69111899	38.25291649	37.90066538	24.0286488	72.36969879	25.4509889	43.87611046
ANK2	2.743778391	0.28394389	6.539178228	0.932488554	2.756626241	1.347905104	8.629411652	0.281429513	1.083090314	6.643374782	0.994247414	0.496998498	0.299591653	0.666042898	6.339508285	0.268310919	0.417565327	0.752827276	0.819609459	0.05958158	0.135791516	1.62017406	0.308295472	7.011634177	1.008346418	0.169853285	1.189987273	0.063190464	2.882764446	2.300967859	1.007120493	0.299926454	5.600047209	0.015981357	4.831053545	1.483863926	0.483237781	0.095700301	0.049839015	2.598093378	1.292630959	0.207473992	1.083214845	2.416250402	0.789644727	1.881069653	33.15029534	0.496031681	0.263842416	0.728072811	0.167332166	0.293653939	2.319623142	2.275481405
SOBP	1.660070775	0.646125422	5.231160145	0.716080215	0.385509229	0.779602366	1.434798807	1.251510654	1.556344942	1.467681958	1.837573986	0.83105813	0.247318349	2.710236299	1.53754597	0.200891298	2.751248905	1.212526954	0.7452353	0.261842856	0.622548287	2.30502087	3.649856519	1.493732618	1.209067457	0.502999785	1.986129843	0.329011022	1.891528748	1.162640488	1.28146471	0.925956445	5.011311353	0.26922722	4.434730721	1.552821983	0.650449578	0.284580408	0.116273727	1.42612117	1.181121116	0.337497085	3.025101758	0.790411918	0.17292165	1.125057505	1.116832268	1.507096759	0.570498112	1.524252833	5.506224742	1.062686971	0.116757084	1.445401798
PARK2	1.17195982	1.579994828	5.07790572	2.282913802	1.724441887	1.662017399	1.732214029	3.782544707	3.535362843	2.14423236	2.727111365	1.860321893	2.367692597	3.620710062	1.794836365	0.678350064	1.787525103	2.666561598	1.625509636	4.726560556	1.678249607	3.334228463	1.702316693	1.431604508	1.880401263	1.480959215	3.698291887	2.890494042	2.30942794	2.548753376	2.088867585	2.15039525	2.37688454	3.29135359	3.172300692	1.542863914	1.279801149	1.192675147	1.703650285	1.991894436	1.763457165	1.328759063	2.40864415	3.175707212	1.426174781	3.634622854	7.789383861	1.241292251	1.07223071	2.224009137	3.771505225	4.133423015	3.370347381	2.445919566
PRSS23	30.19557725	46.58233634	23.94769628	69.44497357	94.90851236	36.93600363	131.3539994	70.26911176	69.43630014	118.1465087	57.77819269	59.66143148	10.50808991	54.26582305	41.9196581	123.1640619	44.39061087	63.12399001	30.14654517	51.81782147	73.13437688	72.95568374	90.10135779	81.58668234	81.71165866	41.27999441	40.82411357	94.44315029	71.59860726	29.18391999	18.27643253	23.78211113	152.6259984	77.65769401	350.12011	46.94149619	89.76357727	68.98304152	28.33590945	106.2825537	301.6369721	244.2615557	255.8660843	322.8111335	121.4309221	103.1598439	34.33919369	90.09220341	42.30890269	77.6544902	106.7081527	18.25537523	58.40453116	87.63235988
TTLL7	2.867687176	3.936742625	2.723953519	0.426687725	0.809047753	2.897932008	8.133193208	1.238197233	3.443854962	5.813775989	1.942284015	0.866842531	2.701390332	0.364021059	0.8465924	1.047976908	2.746976685	1.905060731	1.035466438	1.652617591	3.761818345	3.855591662	0.173897258	0.649762144	3.602728691	0.043818145	1.273828585	0.592327381	1.557878133	0.838217252	0.598783609	1.016001376	1.188482485	1.640629974	2.232898148	0.197857237	0.691063652	3.186668904	2.182537929	1.060983925	1.631614687	0.881963124	0.573423785	1.488146281	0.604835812	0.839501676	9.920455823	1.003926913	0.053609289	0.378191352	0.765929082	1.263141821	0.09494986	1.834825759
CAPRIN2	1.237095633	3.294466972	4.941454257	6.378571	3.123814294	3.696088334	9.036504582	18.11705034	5.070629516	4.262789898	3.644346898	3.61230067	6.888139785	7.492498393	2.956875733	1.509041674	4.32518729	5.065770518	8.633495929	8.858207891	12.43033996	4.498475054	3.200644195	2.197024834	4.187606846	3.050949927	13.94511379	7.218615715	3.207855478	2.809597887	7.966281094	6.22377049	5.998171825	14.05307934	5.212114706	3.306208945	5.672931565	6.563214509	3.897463445	9.177334605	5.274850917	9.25650755	9.90767806	27.59163617	9.626935113	10.0098741	11.36686119	4.749385751	12.51851015	5.922299672	3.994637665	14.18063538	8.066861331	6.97033579
ZNF407	5.271413632	2.521469243	4.703676799	3.169069117	2.704849008	2.358338385	5.787612751	2.278557996	5.071980997	4.639092806	2.972697958	6.212661365	4.716919832	3.667127835	4.735599179	2.556436721	5.052953818	3.412999388	4.531622861	2.824392805	4.235355355	6.587751103	3.752937556	4.3495936	5.60489861	3.773940657	1.577972923	4.435974604	4.121899819	3.149050592	2.754737175	7.282226023	6.284944332	3.321567889	4.385420739	1.550559828	3.320437009	2.362326124	2.894782935	5.886348721	3.615822971	3.397606472	4.794527402	3.073159528	5.415625708	3.231142966	11.90762639	1.741462598	3.438197171	3.82089266	2.702170927	3.624602719	6.321276254	4.111439846
MECP2	9.736739258	13.73972615	16.82295519	7.779399583	16.03277517	14.21020712	17.38780498	10.63319556	12.61983749	10.98312217	11.60516532	19.72856697	21.47104374	15.51989067	10.4700971	7.961541449	15.06930231	14.3466759	23.74543031	17.86966764	14.64120533	18.7359477	14.31693928	7.752960914	13.0628047	13.06601497	7.699218154	8.086681847	17.88696457	7.253474746	7.869462493	14.44457767	15.69869357	15.82017035	20.35634136	7.518882078	4.831153691	15.16794958	9.903618081	10.00650783	16.15708988	9.909053276	16.65938646	22.91604149	9.619345916	21.16786053	29.72988101	11.98306261	8.776308435	12.1844168	8.206584289	16.25310057	16.23813122	13.80477312
TYW3	11.69826546	12.88425463	16.65169586	10.32099595	5.50582623	15.30730244	15.02323278	6.906203499	10.08362553	10.55412951	8.240698773	10.60202163	13.06297958	12.57281454	11.62712411	13.69874811	11.01364743	6.593322547	5.524167762	7.267722272	20.64749866	9.44946954	6.646652743	6.448218719	9.990826973	2.639900301	8.239825157	11.40393947	11.48968245	25.52444471	9.740018187	9.657933732	7.675895771	9.061469663	6.74390213	7.679822921	17.2320285	5.431205886	9.317988872	12.17561491	10.06238421	14.07114548	12.48858378	15.54217658	8.50218615	10.7794613	16.05859989	7.004479547	15.97785315	11.53295915	8.544453334	16.11214919	10.0111816	10.92495719
APC	3.661077317	5.522566836	4.909038861	2.53023477	3.848936651	4.482581746	6.775483506	3.25357619	5.789256836	3.705167947	2.617044085	5.685654987	2.346996945	5.396079693	8.378549507	3.21712747	3.625666347	3.715371069	6.047323437	4.794634993	5.867250861	5.824864916	7.273611681	4.893488587	6.697651629	3.551676333	5.093609782	6.837459001	9.271782724	4.805251732	3.562455498	7.78311356	8.096490294	4.687098469	5.009919709	1.601304071	3.735817169	2.784686029	2.902628579	4.026391254	4.6314976	8.649538066	3.311823824	3.92456461	5.614185033	5.667797763	11.33139194	1.665570148	3.456515887	3.846710959	3.594787513	5.961411566	4.480565231	4.919722287
GBAS	68.97681522	31.12392554	63.52739017	52.19484029	67.50358216	125.8492412	55.44776628	34.45550769	51.21675993	45.01280129	35.54603646	49.59005605	93.21874844	26.1784371	43.81391648	94.23258315	108.3745915	39.99480332	54.44496445	60.13081407	175.8277666	53.73367332	48.92785782	32.5163913	133.1114356	36.4684932	38.23911493	42.53863335	43.42031627	51.10081001	59.96112521	71.61629676	42.83024883	42.87164166	62.31428743	39.15673189	52.06587266	93.77258385	48.17972434	85.91773959	45.37150279	45.31984681	54.35987467	64.61770312	19.79644026	53.96577809	144.8678959	47.0424783	21.53182559	60.63210718	40.79923169	61.6500713	77.97896071	60.25166116
DCLK1	0.981129235	0.27362962	5.41242899	0.272170816	7.288384471	0.083289095	1.619770495	0.053948383	0.363782217	2.42193202	0.265876964	1.156818175	0.029904356	0.328799033	0.503218772	0.289102194	0.279951623	0.177486382	0.547804841	0.035715869	0.234622152	0.72046904	0.195537703	1.129657399	0.947748105	0.723718944	0.337783549	0.174951178	4.96004306	0.201365103	0.586000528	1.304674677	2.823335872	0.116649884	1.692154828	0.250298212	0.189350939	0.089173814	0.02460355	0.743774642	0.330963939	0.100658064	0.234893571	8.522834729	0.026758186	0.981692719	19.75545736	0.139926412	0.166018799	0.31719836	0.03245207	0.074424167	0.031617578	1.331055711
FAM103A1	23.42638808	47.27982287	76.88675315	31.02504784	28.21455591	48.86876074	31.61120018	39.40667476	87.19982422	55.02919489	66.07107543	32.90737038	54.04479642	42.15557819	35.72157499	33.24498899	67.34851399	70.99180572	33.73023434	62.87959034	51.4289561	44.8220923	60.78589828	52.87228736	85.89162405	76.5709742	65.10093613	51.82651284	36.78370687	50.85101287	51.13960678	36.46357795	42.05480846	48.86802861	93.33142562	52.23160741	26.75914969	26.62929308	34.27146635	31.91599557	51.24943227	43.34664801	64.05940481	56.4092722	55.08430392	60.39585225	40.79086529	40.52250255	40.91831757	67.46085096	65.88555879	51.00465316	62.53703992	50.72278139
ZNF445	3.325368423	2.846916741	10.76386951	5.799164353	3.12982636	5.336280688	5.99135327	3.828089248	5.90047761	4.79890872	2.473549553	6.387349164	3.47441412	5.672869373	2.067766828	1.674753439	6.249418437	5.782005031	4.496537426	6.536227437	3.414298902	5.439189031	5.158403473	2.823077784	5.148967943	2.51533004	4.626903833	4.82476017	4.548906537	4.062844418	5.528372235	5.126759031	4.111058597	5.43554562	4.951963134	1.967918423	1.780818004	5.983222093	3.067194664	3.643077457	3.509258127	4.364155562	7.002954138	5.117510349	1.887069884	7.741344458	9.989983679	2.271412454	1.708086687	4.326989775	4.025228699	6.340112451	4.95376928	4.602483635
DSEL	0.531201742	0.542317226	5.774611765	1.329909755	0.435183778	1.632380088	2.242210913	1.721422606	1.427189134	3.399405233	1.237415703	0.570626674	0.571868873	1.021883258	1.637002859	0.981911739	2.11703447	0.705166148	0.610167649	0.764356786	1.129771323	0.973532445	1.373614882	1.291954616	2.231025179	0.536756502	1.032972837	0.813753691	2.476290427	0.787564463	1.764221287	3.488795483	4.767754088	1.351506951	1.995105082	0.839760134	2.751680975	0.369527553	0.446757785	1.552746195	0.837484839	0.888486246	1.526809735	0.59585425	0.640860256	0.860557624	21.92159435	1.136570411	0.65146135	0.783711011	1.217040244	0.935793325	0.465656304	1.767740344
ZNF333	6.346234543	5.188409257	26.94846352	9.594827096	5.852823939	10.70977749	14.40669538	15.82677062	17.75282331	11.55315786	9.110425998	9.461607915	8.508681395	24.88753149	6.663215724	5.323989913	8.647365021	11.5567693	11.25867229	17.79539843	9.510514425	8.926414155	10.97992709	9.481024525	10.14188697	12.4199772	17.3604372	13.78877397	11.81723091	15.56722694	21.56657041	15.34069344	10.9440712	17.89537782	13.73708235	6.39860103	5.216525746	4.508878909	5.154172885	11.69041709	10.71396448	9.519338713	16.07877249	19.28965542	5.075668082	29.14222886	24.66950864	4.617761273	4.491580793	21.66858477	12.0746842	15.42582502	28.18215061	12.6563994
ACCN2	12.46924977	2.999359779	17.17541436	0.526078838	0.884592096	2.552818718	2.528573784	0.621269607	0.705157408	1.730847047	1.087538525	7.643470175	6.425211669	1.526489106	2.545287592	1.045682486	2.061333495	0.334599442	0.833442791	0.310643524	1.880580279	0.428225311	1.024959689	0.434976227	0.857358733	0.851207228	2.290985286	0.081654796	1.053682926	0.405336328	0.853106006	4.291405249	1.647082112	0.986160287	1.684330317	0.558836406	2.018416068	7.160306184	0.263096318	1.830891474	2.325112329	7.222276852	1.059304864	1.386251254	0.464883939	1.393133666	3.058717801	0.763732965	2.471796833	0.392343841	0.316255246	1.144451298	3.96495679	2.312695757
PPP1R16A	6.147801331	23.62253287	46.22926101	48.58590843	15.60096562	26.37134605	15.95144697	31.73243045	13.66865894	9.538946136	17.82417091	23.83290865	33.99635692	34.30539448	19.34664934	6.364897635	25.97749959	24.43894852	9.833097427	36.0020634	15.79208451	14.07265331	23.29036285	12.19502937	13.8834282	21.40550343	24.62434218	22.32357927	11.12051418	19.26023748	17.60526301	23.83720771	14.40010898	43.62459634	11.57226119	21.32945063	17.82882452	22.15566039	36.3173376	11.20848699	13.91006325	36.25222462	17.37581331	17.63856102	11.97175566	32.95815928	29.59554269	19.65759417	21.550659	21.86971714	19.02219645	58.92704636	32.55440109	22.6509802
ZSCAN23	0.675402582	0.107114654	1.653009818	0.684535802	0.567266946	1.225737832	0.595338136	1.00632626	0.296234644	3.123141124	0.103397319	0.106242702	0.147792243	3.043611094	0.500348123	0.155681832	0.678394083	0.467822311	1.109349672	3.056801838	1.735367781	1.104280221	0.067593752	0.34893452	0.321484704	0.352254484	0.604157205	1.723452425	0.866364646	2.480394331	1.608068838	0.120735804	1.021734388	1.041975565	0.552316599	0.158337902	0.127675505	0.113170392	0.176022926	1.344313193	0.100481449	0.190077585	2.365104813	1.306437338	0.573642275	1.939187531	4.728338013	0.172884825	0.038897405	1.183372025	0.482122413	2.652201829	0.504196551	0.969983552
FAM110B	3.113417749	0.385560438	23.85045505	0.755998332	0.223374347	1.178594069	1.3358503	2.335513524	1.73624513	8.72539738	1.332234691	0.61926263	0.132994972	0.576050689	0.935451114	0.512786604	0.438137685	0.797954064	0.226881648	0.105327571	0.402665425	1.093294417	0.430275709	2.740350228	2.949018403	0.339152879	1.151066817	0.154327563	3.657858556	5.610223258	0.551737037	1.468784534	4.604720873	0.600879041	2.439264703	0.832240641	0.551910643	0.192284437	0.113683595	1.578237514	0.807063784	0.235675029	1.067445013	0.153943657	0.17886492	0.766432071	7.717225501	1.276424075	0.695086317	0.607681983	0.133590577	0.332193495	2.329083406	1.831701398
LAMB3	2.190187763	443.8166847	1.024151806	227.3748735	155.4258426	104.4966365	26.60951721	133.4839751	167.5599419	3.123722299	139.2981071	360.8942557	526.6111475	24.66579073	212.0723398	345.5449675	38.91567585	65.62607247	90.12428595	195.0713153	138.5474005	104.2345216	35.47749601	1.793490835	115.0568653	2.64976708	31.05311582	401.7059409	473.9935633	0.966147771	15.68222452	129.0633534	104.5360988	222.5257869	61.96176835	14.51699406	423.5081896	54.97613939	568.8973601	175.0409127	533.7590184	158.4332349	152.991512	214.4507411	446.8062584	268.2351684	3.10499064	53.56734503	159.4466075	104.8488793	4.960227666	231.6221201	204.4936383	167.4874787
TNPO2	31.52645843	22.71758135	56.30147716	24.01733408	23.16528361	44.65397103	26.65684952	27.11319757	33.45271188	26.90105831	29.323553	32.2448714	34.6375556	40.17574867	45.93675692	14.68913098	27.98244012	24.87047785	42.82476987	28.86011705	28.99624203	24.03699274	24.08734344	16.75725985	31.08459566	35.4992202	30.53502231	25.17565558	25.98481611	34.6843594	33.34841919	48.55135186	25.6032445	42.29504788	22.62094147	22.5444155	21.53591222	24.71547037	15.56232386	34.54990649	16.539261	36.78493507	20.20894026	35.33723243	31.74930717	22.15971913	75.635376	19.27778304	34.27159787	26.21462165	17.92168158	33.15674322	78.32034591	31.20372508
STRN3	15.92574626	14.84010164	14.92001899	7.708729452	7.136078521	17.88881386	14.92047643	9.211935836	19.98443192	15.06565107	7.91971117	13.96116092	8.218154514	21.25353554	19.37426434	12.62620231	16.86560452	10.31733282	19.58898775	13.20069361	22.27738117	14.08515628	21.0569566	8.534769507	8.834306111	18.79948414	17.11423308	15.8198136	20.55160839	14.46566684	9.137561667	19.75922086	16.40153615	14.28592791	16.50732753	5.777324883	9.923416966	12.93990702	15.67606812	32.24021655	23.52777101	13.16386352	13.94619013	13.34379441	26.48461745	13.02252989	36.60756151	9.105238515	16.81445656	12.83721426	9.386172629	20.448227	15.40030991	15.45666909
C10orf4	10.51467442	7.915681949	13.48549419	14.56543944	8.960649828	11.14484557	17.61190594	11.20307827	8.308696557	11.67951105	16.48557933	11.35748008	7.820751273	13.1867909	9.925861082	5.183871016	6.717041426	13.63567949	10.58612431	13.7657313	11.38459545	8.023802175	9.654309135	10.14231402	8.934485249	12.70247618	11.35617568	15.5346584	14.06825416	18.15393328	10.98219238	16.96300927	8.973386123	16.26792556	11.6794782	9.617598836	8.29049846	9.710210983	6.172530403	11.95642593	11.76293322	16.96674497	20.20606123	25.25012396	10.10313006	8.821291401	36.6299529	13.56301643	7.402352892	13.76415528	13.68048348	12.95913414	18.50255631	12.53273743
PIK3C2A	46.63727027	32.03410766	35.20489972	22.07078918	45.1670037	30.08378591	40.65408455	31.92574929	45.17744903	36.66521868	18.51797565	56.44656064	22.71138393	36.95431239	32.31719134	24.01400655	42.35638431	25.13167553	33.22290338	21.01639697	58.38159587	57.78026316	38.45287874	43.478354	36.85773785	28.31570714	23.62373822	45.04238962	30.16571558	46.71724205	24.96652796	59.90400194	69.68449241	43.74673997	31.52787909	14.95294811	35.54217089	13.93743569	38.58301524	46.04897183	30.6039216	46.70909406	39.85128053	41.68566991	32.8212573	47.96878704	87.12026631	18.30676353	15.43394129	32.54151561	29.47430004	41.82208847	47.44230809	37.31698392
JUP	633.1663431	1743.948981	40.67621542	1108.985999	560.065091	484.4109934	12.35109671	2223.820307	2143.599708	1054.141973	2043.984469	1022.25426	975.3885844	1044.728194	944.1224208	195.580528	1069.088838	2086.296562	845.7075302	1090.630008	1179.231023	910.986792	613.1718991	937.4929003	1294.039931	1267.403892	1974.471404	1343.171173	645.507091	675.0988178	1665.58623	555.5852187	948.8995378	1083.761493	824.6722701	619.9435132	891.5019194	321.5851297	1619.944097	1107.021866	521.1612947	933.3229677	1028.268424	137.6535408	1400.923101	1077.762893	174.0867297	1582.241921	1100.181377	975.3894052	455.4485692	1625.853207	1663.435327	1027.882133
ATG2B	4.986963511	3.391664862	3.979479472	2.370922656	2.629084751	4.759825256	6.150542622	3.977652991	5.291320154	4.110527143	2.294157459	4.676669877	2.207797812	4.681067089	5.550681566	4.465466507	7.322469341	3.531188056	3.065590329	6.069310184	6.812624447	4.839974999	3.682516658	2.688665695	4.66014857	2.838269746	5.662514475	4.913948068	5.502896819	3.111359111	4.78081372	4.106587545	7.393707248	5.881636328	3.852461952	1.814782425	2.780209464	1.712109361	4.055686553	5.296633298	5.009118194	4.468238976	6.123474581	4.293133617	3.275503583	8.449908391	13.34294043	1.475001387	2.331636473	6.787896707	3.693353984	5.034222043	6.987755367	4.588153054
C17orf108	8.373337605	3.033163631	11.87165705	11.32578693	7.549288397	2.112277772	3.684142804	15.37640107	13.20553445	7.603790129	8.365428406	5.622978474	3.72002679	9.460273934	2.553930716	0.607679633	7.462559473	5.29892623	1.988567706	6.589774886	0.712641827	7.55801625	1.011143024	2.666240129	6.546898949	4.95085412	10.08948531	5.896240396	3.176331741	6.271185669	10.25336842	5.915661651	5.574855232	12.75466615	6.47272844	8.976198926	2.396561958	3.228121116	8.205896334	2.817833073	4.311108008	1.107988942	12.56467285	1.859342905	0.840088139	13.29484882	25.31901499	6.750844353	1.401407487	4.29275726	11.79630004	8.477846896	12.97938564	6.722189833
RUNX1T1	0.245841515	0.28135047	7.489529836	0.2892137	0.298094609	0.30672201	0.513322519	0.220066723	1.365811281	0.77938803	0.548951256	0.587807599	0.165189535	0.882184601	0.296769886	0.123637153	0.778204891	0.266674815	0.302603487	0.204255162	0.507834529	0.981805714	0.375391641	0.851520048	0.927773433	0.14537352	0.313203337	0.359234105	1.760260346	0.356825521	0.545416563	0.45021499	1.757160817	0.171830836	2.031081449	0.389348462	0.209192216	0.565566049	0.139791351	0.769338787	0.681514918	0.262246027	1.45323958	0.326374566	0.134014686	0.56347261	4.641881089	0.425118936	0.313843787	0.824872954	0.384600462	0.427558342	0.324855039	0.760705204
TAOK1	12.4977865	7.643546128	4.230419643	3.422495562	6.012269498	11.25866821	11.60090496	5.055791601	11.99266263	8.297663948	4.711241016	11.21814544	5.124742056	9.101277168	7.805627401	5.704585541	9.788831089	6.308109176	7.720742781	8.034728992	9.013370076	9.705582505	12.4695646	6.673989629	13.81288379	6.450454174	8.264871658	9.717992917	7.972197812	28.89769837	7.402241958	10.32812418	16.61609439	4.537954879	7.647581858	1.947324642	4.329483258	2.468183592	4.491344712	6.793119932	3.769757081	10.43376138	6.921171843	5.938343034	4.948476824	8.010515428	16.7804488	12.79743769	4.305994129	9.707629255	2.806008437	15.01183348	25.50118727	8.754770998
DNAJC25	3.134318507	5.99159688	10.90301817	4.988515931	5.249477845	6.287942605	6.495894014	2.6660916	3.598805934	8.575039613	3.3034755	7.291294972	7.525470316	7.219706523	5.768456999	10.30781729	5.373999274	4.266790451	6.062095078	3.881299466	10.29176372	7.085019707	8.854469976	8.317621427	5.250715101	4.747906205	7.848553016	4.044281938	8.015845429	12.47218613	4.670011532	9.142168015	5.673084372	3.223304512	7.842443206	11.66090742	5.723263977	4.918376945	4.365278494	10.492271	9.860091494	7.201133665	7.086398442	15.19406139	9.437788181	5.498780697	3.868096604	4.44042042	6.34601561	5.807963511	6.725440134	13.89026201	6.121905175	6.886961065
WDR60	8.485805662	4.232644921	9.045347794	6.406662535	3.623082624	6.068841834	5.359861355	6.088858748	7.190184446	5.265551726	5.346909735	11.01649045	7.178071715	7.56026619	5.331894091	2.439925799	9.487270874	8.656231431	5.579767627	8.989200901	4.508067381	8.615429355	6.902537015	6.488231795	9.278239213	5.834021356	3.913414006	8.490283311	10.78439273	6.292828248	7.752307523	10.10932304	5.904399516	7.760654483	7.153489652	3.953391112	10.83264438	5.030622345	6.329988941	6.50050222	4.978242341	13.80570775	6.463735477	10.93263492	3.392279902	9.239420524	28.03112985	5.13997369	2.854426959	7.819690086	4.933649164	10.63397325	11.57700358	7.463952935
DCHS1	2.286716537	1.583107924	40.32172753	4.838494253	2.345202501	1.651937777	3.785760208	1.626627821	6.235272572	6.536779405	6.212830141	2.78670092	1.013615675	6.671672466	2.197549151	1.718538685	4.420259088	3.433021787	1.221563354	0.983514177	3.109195353	6.120292735	5.423677729	3.824366455	7.606272101	0.839646428	2.671229503	2.311265282	10.54401519	2.01979617	2.267643656	2.001512367	17.36949342	1.945913105	12.26266885	4.313529272	2.190082255	1.381312013	0.571154661	5.642177313	3.253809527	2.301268506	8.943407591	0.408398123	0.330288394	3.033073528	32.69517218	2.87814642	1.515133321	5.24339249	3.442040259	2.343537673	1.065976989	4.97622228
ASXL3	0.089898218	0.024909305	1.258192583	0.053486989	0.008860084	0.051052468	0.011866692	0	0.13324542	0.086788222	0.07614201	0.00741196	0.006873759	0.125961885	0.17453247	0.005716343	0.211729481	0	0.024569248	0	0.004402433	0.183844173	0.029472741	0.027048015	0.141554985	0.001890371	0.011091758	0.025996897	0.240741261	0.05132639	0.092258209	0.026140541	0.350892115	0.172794398	0.178119826	0.079165517	0.016194921	0	0.085637793	0.147290896	0.05416841	0.013813178	0.077748763	0.475331018	0	0.091297491	17.42017283	0.128652893	0	0.031407653	0.013562495	0.021896961	0.007267558	0.425517351
QKI	25.22425451	13.54382663	29.27927913	10.19817795	22.48936633	24.04092894	52.49021856	9.209615442	28.99506999	31.2719491	21.20919131	19.69024659	20.44003551	27.12037875	28.2166871	28.21106223	21.70391939	9.176788237	35.70007182	19.96198395	39.39690762	20.3920418	26.6869495	24.41897928	29.84619671	16.08378107	16.21800994	21.32182748	34.14337036	87.47804548	9.26002568	24.01759191	34.4727386	14.70833301	26.29576193	13.39637658	16.52157678	13.93473212	11.83405152	33.83148336	28.89270017	14.81939653	19.00347646	50.85586329	24.25035798	21.45524097	20.4565908	10.890831	13.98852278	12.93524516	18.29124218	30.9842239	20.07712998	24.13835195
DCLK2	0.34726049	0.53701718	16.73097826	1.974355675	1.935105947	0.478830185	0.595689091	1.193556747	1.563333138	6.787173159	1.897340021	0.634474981	2.789471847	2.00056778	0.567262915	0.664518993	0.535263229	4.125176064	0.344036215	0.767567249	0.749057387	2.510326149	1.675711422	1.606453364	2.086580502	0.839059671	1.594173735	0.535738124	1.436285931	0.879498226	0.764394411	1.105022094	3.638364875	0.470169927	9.619376707	2.221928706	0.83863186	0.426816789	0.256139927	1.823425979	1.077565215	0.286118622	2.081527967	0.826060364	0.207999816	2.179661117	3.187860218	0.471616486	0.745631707	1.730719628	13.12899529	0.214053322	4.046044487	2.108113004
TEAD1	10.09826798	7.76197222	17.30759392	9.219687236	14.76251345	10.13828664	15.15252364	6.326423588	17.4886954	19.98809336	7.814721266	18.9185777	10.05925612	14.98623633	10.61759626	10.37183096	8.331378755	7.890800523	13.88177203	5.761634009	24.59432808	20.83982648	10.12150248	23.80088669	16.01940642	8.321415495	5.822128054	15.75430729	21.74459284	20.17558393	7.53380856	15.53643727	21.43855525	12.44065364	29.11425869	6.923114001	8.869299638	7.690640764	12.93696902	16.01128867	15.61427671	28.84439246	23.31099457	39.57798062	14.45471853	13.7017846	41.23585646	4.49238292	6.831681992	13.2151296	21.0038984	12.5840313	19.31033602	15.03291186
MAP1B	5.978696445	3.696899612	16.21050629	5.456885922	9.478817552	1.498982926	119.3332894	3.231290933	10.7669727	9.930747818	5.867466322	9.520942417	14.50241603	8.317116811	2.865137622	9.504471038	3.878822004	3.255591759	3.283469539	1.096695366	3.77701714	12.83307927	6.950878541	6.359085273	7.005966844	2.140526816	4.132966086	2.969382121	15.62846293	8.179066103	5.216540685	51.80492163	21.07139622	3.094166317	25.22521349	5.362012269	16.17370536	1.712844669	2.752103075	8.727761988	7.737975746	3.006000309	11.43803267	8.905766382	0.592576567	5.577658424	66.96982131	3.281983202	3.53724286	6.87174307	4.680029213	1.432898057	1.722408092	11.02917833
AMOTL1	14.79877977	17.58946486	10.08895953	3.748052902	4.775111261	8.362048314	8.579281131	1.984098137	11.08530041	10.50197645	5.582394444	10.908711	11.47179594	7.451735923	10.6317047	25.45107272	10.29020657	7.656894537	18.47412552	1.979020996	21.54359287	15.50875272	3.988819143	2.955073435	10.71821987	1.847201478	4.564565955	9.694067562	11.90659843	5.219010361	5.996850756	19.46337902	17.37605201	2.366561351	20.33607638	3.997458348	7.759170498	13.72536827	1.456490159	24.17636243	23.83077994	14.92123599	16.50735161	19.22341524	40.91052265	11.37754838	91.33212001	3.696682074	3.434339327	7.202298082	2.363313721	1.180600134	10.44152728	12.31004039
ZNF605	4.52386675	2.411880795	7.728120258	4.077862784	7.747490709	9.123549745	5.565283831	7.364805968	7.366900682	4.751527895	4.001714488	3.31234227	2.902614385	5.60641379	4.302685479	1.197912963	5.922273843	5.591053139	3.051233842	6.062226774	3.14841224	3.514443636	2.92071428	4.88622997	5.774092037	8.80587235	8.030315828	3.630560577	5.147123914	9.684496353	5.583441014	5.210327253	3.794219276	6.496459029	4.242501323	4.355480416	2.15434537	3.555545449	3.775677616	2.485535717	2.765468723	3.902587032	4.264092561	7.166436848	3.333573545	8.392620063	8.689653428	1.855050956	2.725598634	4.681436916	6.334906449	7.805647717	14.38394488	5.209595694
