gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	average
C11orf58	65.38080475	51.00880421	95.21929629	66.92708243	77.46536467	39.61248216	75.15098303	42.13535674	72.34920062	50.29007123	36.72989964	71.05518182	43.29800709	49.13417321	60.87686969	66.21104464	46.49645234	43.68534517	53.26337212	34.20218233	83.02076029	68.42017941	42.76556902	50.91910715	57.87710066	52.27023753	40.85038134	68.73310881	44.56216184	79.34015268	37.73910381	99.22044765	57.87300058	63.51182999	43.03844032	30.84295313	53.09820036	37.63509694	68.46973506	84.7788135	76.18793148	59.90007763	69.64307304	99.56847338	68.15429134	69.28058077	133.0160394	38.93734217	38.66423436	35.77920321	61.82606468	56.36917047	48.44266068	59.64580183
RRAGD	7.024892296	13.37684212	23.24987474	3.702139286	5.500482496	10.6485493	10.61635008	3.362877823	6.534049216	16.50032621	2.803726069	3.14711475	8.479403302	3.559768954	10.65359038	0.91018375	2.05654144	12.01534573	10.40245472	2.140557915	1.125811054	3.99405899	5.365899704	30.61683111	2.040136019	1.79684331	7.403277139	0.676825779	7.831708769	11.42136211	1.727164051	4.837241095	3.536795781	1.667464132	14.78273309	6.40175243	1.520482201	0.735030776	1.611227563	3.393849091	1.757789538	0.746463367	2.914261657	9.93594164	0.939097901	1.354901726	29.91570446	4.959530132	4.440834688	2.976713089	1.068836481	6.013400399	2.592540792	6.392218503
RIC8B	4.716515756	2.092237353	9.535857904	4.588645337	5.901207104	4.400322306	5.17766746	7.507496288	5.148991212	4.317934102	3.901818436	4.25453086	6.757462741	4.947476759	3.873813799	6.404632163	3.402606937	3.732597341	5.252908802	4.606406632	3.141201582	3.880180597	4.197281823	4.009194065	6.887139451	3.271752317	2.724009048	4.483818489	5.94731543	6.50770237	5.327879613	7.101476173	4.778755329	4.949895757	4.585191024	2.151023549	3.244784831	2.396154313	3.240337228	3.988155868	4.276176139	3.109328231	4.183527823	11.58477852	2.888746433	5.689833964	15.74968821	2.535600505	2.863929119	5.046611996	2.755296183	7.334597233	7.637802166	4.962081032
TUBE1	5.305418164	3.792247797	9.996591714	6.254900782	6.141237926	10.59864698	9.533780475	7.393080018	9.849507368	4.764575809	5.57348097	6.868058471	9.606236017	7.034095216	3.762856135	5.595963389	4.568644148	6.478146852	5.297626682	4.9230891	5.097362131	7.78206743	9.779859719	3.551759584	7.080740213	4.63278697	3.678675275	9.592900081	5.043105399	14.15166152	9.019078159	7.50543398	5.606182707	10.48590044	4.767226475	3.107392931	4.776663184	4.166894996	3.774455168	5.890343514	5.136048484	4.858698207	4.30860862	12.30668564	4.877752538	11.78823709	15.98201977	8.835052637	4.482857685	11.60935702	6.702537443	7.622656592	4.008658801	6.893355555
SPTB	1.067735685	2.029212691	3.333989686	0.714235025	3.222404174	2.017288629	0.504194346	0.622521737	0.788738911	1.725997306	0.340540746	1.377253855	0.841114617	2.063282569	2.770345359	0.200778439	10.76698326	0.913374599	0.577626424	1.597688532	1.254491927	2.420234751	1.542764357	0.361621698	0.724854391	0.376961408	0.7760226	2.385852695	2.57675264	0.286614969	0.353312341	0.793096749	2.212639163	2.394358203	1.497123714	1.314150886	0.644513882	0.839499315	2.315886205	3.431325887	1.110144144	1.076760601	3.134564481	0.391523806	6.206815489	4.939344432	16.06686849	0.261923527	0.749439035	0.889636452	1.757934582	1.752182618	2.065157058	2.007163756
TRPC4	0.352161389	0.670531077	1.91930535	0.58969976	0.262572934	0.315200985	0.359001716	0.650181865	0.799160473	1.184478842	0.821447185	0.375247445	0.246146214	1.004339097	0.443228513	0.388223488	0.574156131	0.403009898	0.341307013	0.32916381	0.864352204	0.749503188	0.873439042	0.414150219	0.490330625	0.700275956	0.917647633	0.425341956	1.151131359	0.624730345	0.337207756	1.136925814	2.939991464	0.559172854	1.378019576	0.80476982	0.834903268	0.314973158	0.339187118	0.849994532	0.633466811	0.822131889	1.402741223	1.460839459	0.486068355	0.614919462	1.836503658	0.903528366	0.41885667	0.653762892	0.629692133	0.439377699	0.398448559	0.744055627
ULK2	9.641011168	2.374680369	19.09302009	4.891401625	1.324547512	9.653809264	8.317474707	3.736014319	39.55943785	5.958113715	5.147253948	8.693328492	7.711033146	8.091469926	4.855987363	3.949592603	2.841628199	4.13450836	4.078045083	3.227190568	5.489146881	3.693308846	5.740562645	9.374309326	5.341917624	11.16799753	3.994592044	5.516801617	3.740508089	4.476448268	3.325300791	7.90106464	6.539687274	6.121068732	7.043998533	2.701874354	3.016046496	3.989431938	3.778909384	7.151777158	4.184279574	5.244706477	5.043282725	7.821748583	1.288246408	10.20722612	25.32347537	3.76197098	2.084821315	4.719902033	3.499893484	6.671273146	7.882318244	6.70032915
TRIM62	2.07665485	5.535855289	10.96366037	17.01936305	2.941275439	7.700107255	3.379135296	15.37411136	12.68135192	7.277664788	7.233323929	7.551065968	3.224687796	10.55938916	2.022740548	1.28403857	7.15503214	12.26190723	4.108641745	10.72084255	8.077478834	13.02867977	5.026771625	12.53849079	6.16496845	12.03608948	10.07071277	12.64487782	5.579747731	5.666232891	14.22407891	3.81640831	12.81459676	16.26235857	13.35002158	6.474060616	3.275628249	10.65416641	5.418586602	4.448625636	3.965088011	10.23099365	10.87016223	3.491563275	7.26409978	14.69201694	10.03680957	5.146793923	1.941951738	13.35182304	6.40031938	9.35300233	11.63829222	8.321251833
RNF10	74.36319586	95.37736659	56.13766041	118.034693	115.1498882	97.18840897	105.4500876	155.8963933	140.1041866	98.24093723	122.5246424	95.24974461	81.09217614	84.11785933	79.77634059	59.54526527	92.34206252	131.4694372	51.45057848	114.3172674	77.05887255	78.77913735	50.86262934	140.9944341	119.4847099	91.2027775	159.0014741	112.0104647	122.2603479	125.5226253	70.88198168	89.47574216	92.63678244	131.0730716	117.7917373	70.06706567	54.72067742	52.4640599	97.9714591	66.69995072	66.96140325	73.05027582	87.62105019	108.7998159	58.82075079	93.63299012	138.0665796	87.95253506	74.67995557	93.14842118	118.1348789	114.2376312	209.9099937	98.37366932
PLEKHA5	8.486248523	9.902371057	13.25116591	22.19256775	19.34437581	39.477425	9.29560793	17.01882441	22.77053818	18.93857751	18.85463464	16.10596421	41.96881687	22.49739776	17.8861342	9.809610771	18.32433424	12.51864153	15.003523	21.71057594	29.55320176	22.73162692	13.68927113	15.66970552	18.54698974	18.32336409	11.60987156	24.81860886	20.00470231	18.38691561	18.36129717	17.02387458	20.32727958	21.45197461	17.83613137	13.63406628	10.04280993	12.44293958	15.66201654	15.8017296	11.89118132	19.28503501	27.85173893	20.29456762	18.58376795	22.60030114	19.18512037	12.72211115	12.44491074	23.76923807	27.74473882	22.27193263	77.53115252	19.763236
KIF1B	11.71782448	15.64519388	26.55755504	9.181017829	16.98992259	22.12961335	18.74611532	5.397149065	9.927769638	12.66793254	7.639747691	13.27102839	13.32286797	15.07800238	18.16197216	9.600412706	12.97525209	6.314292275	19.56119498	10.83384049	29.09594984	13.6844749	10.249073	6.429305479	9.804845059	8.933302254	7.73928253	7.823496286	16.14468232	14.5295349	8.866572813	18.60122823	14.63961412	8.837702974	14.69902124	4.638404176	6.128157005	11.27574242	7.814472831	18.82403605	12.03610725	16.95826912	11.694304	17.63661267	16.67408102	10.86464451	51.49389369	3.794853435	11.45825321	10.37538034	6.056475338	13.98562972	23.76062917	13.60880635
IPO8	28.34923003	24.20866247	14.04244199	19.25161997	20.11540026	35.21267874	31.57074829	17.25801238	24.08378729	19.23755264	24.02513088	32.81028076	31.86114526	23.30205982	16.23832029	29.18645418	21.31674734	22.50910843	24.96759285	19.13313356	34.80356224	31.06412275	27.40490887	17.54858907	32.3333416	20.16681773	42.08791078	19.28349558	17.93043193	14.02014171	23.88788175	26.52845265	27.94167857	23.05790388	31.6824163	12.51824009	16.58763083	11.51008618	20.80938071	27.18484974	20.96715116	20.65838043	22.82277752	28.33840674	18.03549019	24.72499004	50.86046141	9.658948955	18.71143819	20.84155657	13.35538909	33.64867289	47.33116834	24.28276947
FGD6	0.62822003	4.534842947	1.398202311	2.429677132	6.841593173	6.955731733	5.583640604	5.211885776	11.9410886	5.628301485	5.034353499	5.178425932	21.50693732	3.783701047	7.431274228	9.408399397	1.929031737	1.823457109	7.499592399	1.516108583	5.927314855	5.570752009	4.986147434	7.192487532	8.824051697	2.317615426	2.660732834	6.12890185	20.78934476	6.910443625	3.338539271	5.038992809	9.694330035	6.537893709	9.487211416	1.572795475	7.815130682	3.075261998	3.73042559	12.08579846	13.65859206	9.734204988	4.338039955	28.62062591	25.25222679	5.773147889	6.707839597	2.075155387	7.909148674	4.114352084	2.781923513	5.068850187	9.980942294	7.09365445
CNTLN	6.553007999	2.650269626	7.071113946	2.609741393	3.818585273	2.435569899	3.364408864	2.888676934	2.766159118	7.236622274	4.594691009	1.183490267	6.065994547	1.278243861	4.665635798	2.800571766	2.573961186	1.896406714	8.381924456	0.526596518	2.475755541	1.841077673	2.162465584	0.985959343	1.563633077	1.19558631	1.982717218	0.528999898	4.763594305	5.297053651	2.805385811	9.162306829	4.095318099	1.893518677	4.238534824	1.273380893	2.847635401	0.328765321	1.819850296	8.079836118	7.763216132	0.757432712	1.937854824	0.916764893	5.015489718	1.050502999	20.87842228	1.406027088	0.626167792	1.062401771	1.166235989	3.138191275	0.672485115	3.416872432
RPP14	12.20028684	19.0146888	17.66270011	11.93810306	17.28217677	12.65544268	13.49839588	8.639939355	16.81500373	7.623143667	5.989976788	17.21991072	9.926350047	12.43591778	8.576941882	9.371737055	20.64863449	20.46585019	8.385723675	16.51879067	9.50260794	19.23304454	9.84427213	10.82979862	16.15806823	10.88834283	10.54128456	16.14731985	10.07147702	15.03285685	13.00371649	23.78521877	12.38061654	12.06176311	13.81021371	10.04960577	7.829014807	15.25346568	8.511975532	14.65701202	9.127848531	21.75531333	13.92399007	12.05530279	7.261975147	15.16521103	27.99321605	13.35768331	8.271895672	11.6808176	13.07616005	12.00937544	10.79097864	13.26285202
TACC1	5.843052928	19.57773735	4.407418752	56.26448667	19.49476316	29.98259241	36.8630966	10.98178964	50.23707934	31.55710616	33.75341005	19.65108099	39.47956726	67.28862686	6.485531426	8.367062351	15.08614627	12.90094649	16.4065333	19.67703316	9.709408888	39.74297398	39.2309319	71.84756338	24.72825299	71.07478821	38.4715535	35.28843238	13.78487725	20.24443195	46.00712631	7.20319964	51.50147902	11.32666357	68.05082181	77.61539567	7.308572984	18.44859076	10.65017306	14.08584677	12.92428285	41.5088569	58.38022193	13.55111222	4.097448564	49.95522654	15.11701669	10.22022767	8.862571836	109.9453852	68.29802451	12.41601311	68.37927343	31.21286427
DDX6	43.45777712	45.18254141	29.61238705	29.21934287	37.09634534	39.78768104	49.46372939	29.82918198	67.81352833	35.33392938	45.34860889	50.99608213	41.98113014	54.4516733	51.14598452	28.47505214	50.55536486	38.7293626	34.3736389	38.29622873	38.90792288	55.12157167	52.22375268	30.43871255	48.95747355	41.07660135	44.76920315	60.28294429	42.37398332	60.43084302	42.78258575	61.06068566	52.48624724	56.76575982	36.26071022	35.27938623	36.6665253	43.21490136	26.13770195	35.66830236	40.13854918	48.14328466	63.42449812	43.58036877	42.63440486	70.19670874	80.70875523	17.01290813	36.85589269	32.68243588	31.32453742	52.97304097	59.74538924	44.55615393
C10orf137	4.824887162	4.668876947	13.32525691	4.545802357	8.140640203	8.707106812	7.594014217	4.241905402	5.86144764	4.755079323	5.442091445	7.239140309	9.852344847	8.306372603	4.060444247	3.030503391	4.218780729	4.857922383	8.324239388	7.912120685	8.971705401	3.448029409	6.206629414	5.40772932	5.3612003	9.066471637	3.327393579	5.451963942	5.716503247	7.252327169	4.394309889	10.23162978	5.124631937	7.616992369	4.732675262	3.755270607	3.731130736	4.419460719	2.987020805	5.161902468	7.52403759	4.330353216	7.175300293	11.29130235	6.585479264	11.62938304	33.55999342	4.388404865	8.770197486	8.702546162	5.38324336	9.315056187	17.98364582	7.149299963
NEURL	0.353250749	0.062092573	2.658731671	2.115585263	0.220859436	0.068175454	0.153185499	0.156254599	0.750477962	0.113863691	0.549428888	0.065986196	2.600778125	0.140975557	0.870716658	0.193384617	0.317855437	0.273125832	0.311692795	0.423045728	0.23516034	1.309362493	3.479237645	0.606814517	0.386248212	0.138000615	6.941857291	0.182260317	2.158439093	0.097916072	0.92647596	0.468026724	0.438323821	0.176819616	3.899628808	1.225996495	0.191035804	0.032441036	0.126587933	1.01156003	1.319077017	0.113136175	0.276868482	1.246676048	0.14893799	1.947003886	35.1795265	0.171803043	0.075496125	0.195728267	1.54067242	2.933866546	0.533133183	1.549312929
CAPS2	0.055345068	0.741201323	1.328773721	0.591150485	0.650313772	0.493713146	1.800836922	1.930093978	2.370819155	1.257255414	1.442881606	1.224054171	0.39884444	1.113727743	0.377255596	0.06803821	0.370601357	0.70894467	0.283294514	0.459829417	0.510895403	0.703345862	0.096469007	0.756550345	2.653082621	0.303749442	0.85812047	1.020137204	1.503826462	0.419998765	1.350655886	1.469249511	0.770786233	0.632366389	0.605729615	0.388956055	0.379493212	0.063250807	1.610679027	0.4472233	0.493031993	0.143858746	0.784016884	1.028242805	0.463642759	0.228445439	4.80000099	0.293096246	0.24224256	0.30707175	0.282495955	0.504963649	0.45845733	0.834737876
DCAF5	18.44564251	21.35515951	26.22060592	22.63567306	15.72865104	34.44774063	24.32796028	32.39296205	36.60093256	20.06616917	16.72478237	24.60641208	14.31421672	21.04103619	27.34922138	9.612680642	51.39182288	26.87509634	21.9857063	40.99520592	33.19072792	25.02781635	15.80157455	15.19673139	24.13074555	18.9895913	26.4017107	31.41863943	41.23662278	23.2625795	17.44569819	22.99257737	26.45955531	37.21919736	24.35233189	13.76882641	15.36024739	23.0539981	35.64764933	20.72068578	23.75691951	18.50045687	34.22603535	27.03192568	35.55113801	33.9213258	65.83903795	23.6968897	17.42998452	28.03820737	25.13373243	30.37926829	23.91797352	26.1550581
FAM38A	53.29493181	62.80494749	23.96111481	120.9343843	51.71500412	95.91985689	115.3575655	41.89227027	70.87814958	44.39961587	79.60445327	66.53786145	97.18499468	72.16175924	127.7707618	53.39154048	69.54939999	50.07913077	48.43165358	39.60416588	49.08055704	56.79367084	124.2659161	82.15539711	55.86793951	48.96021599	29.45778907	88.76714716	121.5862543	41.50685592	12.35570949	48.67244717	92.90398685	95.36220243	66.46207389	82.91330232	84.51564303	82.93749228	102.0719955	110.0013915	132.4994145	98.91047914	66.93006594	77.72961861	107.8714937	122.3125562	10.12047177	29.38510811	69.74525475	111.9005706	51.04806592	95.68273688	6.798132946	72.5102928
EIF5	30.86466471	74.42962931	63.96789763	37.56429405	35.00141046	58.5776336	79.27072748	47.11041022	73.23881023	45.649447	32.69046592	79.86930101	36.62159873	49.28013008	37.19392727	73.10535894	92.13664238	77.77585577	57.22628522	95.7888397	100.3192644	66.34947029	47.07755235	29.32771915	27.86497312	132.3085575	47.20370683	84.41074165	74.7821104	84.42118937	78.33550033	83.92168791	56.12428856	57.48320396	78.55423319	36.20367934	51.12757429	39.31929631	62.07768363	60.71022895	61.06049822	52.16211202	75.15582579	57.66698281	52.95519276	78.20077932	126.4602649	38.62964211	56.49912137	90.25536427	50.3414211	62.19680612	84.14124325	63.41530651
DCAF10	15.91439602	8.542513172	11.29570643	8.327836834	5.5767566	16.16853149	11.10204216	9.143750536	7.389890993	9.819126127	9.141456196	13.03297449	7.279116113	10.92852228	9.948452363	16.41974684	7.394896521	9.340904889	11.41644641	7.024028069	13.66360941	9.531556594	10.82423479	7.066604483	9.884870686	13.54146151	12.40864843	5.754548426	8.477888269	19.61187743	10.77083974	14.22438599	9.372239985	7.077632652	12.83470166	5.087402017	4.93124525	22.01613891	6.553876895	12.27828616	9.970525437	11.52851536	6.90154361	30.5700881	17.30402029	12.51968289	24.50591126	4.466397888	9.884455399	13.83688358	7.224841525	13.21833123	10.68547034	11.20256247
CASP9	6.942405189	16.92651563	22.11011983	28.33541041	13.8837393	23.63922961	15.5983237	18.12154788	17.09572623	16.87444214	17.77183664	14.01220699	13.54948515	27.83922273	5.441494082	5.28223432	17.70720572	24.04803246	7.001872726	19.79838543	9.415265072	23.68019545	12.96316113	16.88455376	19.77691173	25.2334437	34.28411771	26.99925418	12.02238791	22.84885754	24.19815552	13.44309741	21.75766252	22.2802003	13.75887462	21.12070167	8.111515558	13.2827073	16.0980985	7.259519349	10.20896124	9.993964636	17.28134709	11.25256312	9.219349628	23.3684494	50.42741369	16.45832059	16.87001338	33.02373233	44.6136398	28.23049997	34.25273044	18.9169642
PPP1R3E	1.316966238	2.026931825	7.199380044	3.252415655	1.206437568	3.044793252	2.520700083	4.488855691	2.328282679	1.746510705	1.794194424	3.645421609	3.683972573	4.186964758	0.882454705	0.401638147	4.911316599	3.594371748	1.625904728	7.354214594	2.769502302	2.031267549	2.619796998	1.856234683	0.865117579	1.853303702	2.936050638	2.484995422	1.84129579	2.929339822	1.411006696	2.482115209	1.921181625	6.055782291	2.156110522	2.250180723	1.170955358	1.816028773	4.857978995	1.532436988	2.556388551	1.656677211	4.14998493	2.224028498	1.018396937	6.238385404	11.47794657	1.359840999	1.429988433	3.58504408	3.315273778	3.989393665	2.19926547	2.910434411
CNOT4	7.778680757	13.4581704	8.813764244	7.278527497	7.937293437	7.991854977	12.07291312	8.735239391	12.15519881	6.793661424	10.13945177	13.49445556	9.014005756	13.57945339	7.916449534	4.571828427	15.24185832	10.70553358	7.535833966	9.95361663	11.29671236	13.60480652	9.599270065	9.886466407	7.13659554	11.76250929	10.29599379	10.64792506	18.10174635	13.4258796	11.40433209	12.61665385	10.20220557	9.700998599	13.23635752	6.124179938	9.241008277	7.349216628	10.30468653	11.0776201	13.76361081	10.79812302	13.83823355	12.417918	14.37059481	14.82264382	23.60539913	5.593293773	11.12648639	12.73360821	8.056006896	19.11581073	20.99551979	11.19660762
SEC31B	22.21828464	16.52168783	20.73702631	31.04285562	24.59088233	17.15580105	29.73328546	42.75364397	14.53072406	13.65203036	23.18686302	16.82258965	22.03172204	24.27074646	22.0250951	19.76880768	22.56711248	31.15108937	21.63422695	29.23420024	16.34960474	18.99645508	23.0900925	11.40779058	12.65007134	22.02705085	22.38021027	25.08975926	14.53543641	21.21211405	13.94506967	19.04839578	21.74999372	32.70839527	15.04766267	20.96904721	14.18846234	15.3645211	16.61093718	19.00968079	23.41818482	17.13775519	25.70670623	44.30035331	20.32971916	13.65457253	34.39149296	34.78313519	19.6983985	23.32282366	47.42926156	20.61492231	24.49385734	22.47718129
RPRD1A	85.54482565	76.7190562	80.95622965	47.10134445	43.16823742	36.17437786	51.1436235	37.05702051	68.84740893	28.31590551	50.08975333	65.85464009	73.77637575	118.8741355	45.09056068	87.10334562	49.86328571	54.09389657	39.39510785	66.41446657	34.39843855	45.35644207	37.39656774	31.98564316	84.57521133	85.59049015	42.0719919	76.19995084	35.84583891	63.50350834	52.21574584	141.3017486	40.91324041	54.76709055	44.24939597	20.50809865	48.05725126	27.97104637	68.38380281	29.2320833	33.97819603	45.08492775	40.29570011	19.52163221	50.01861771	43.12580967	159.4122563	40.89163463	64.43200786	21.83550451	44.60358799	60.36847343	81.29815188	56.13157895
MYSM1	2.844366387	2.925526341	1.77793829	2.226005789	3.016992987	5.02591547	4.881610199	3.781038915	5.123280361	5.902623708	2.721039859	5.565391935	2.501799468	8.299532837	3.19782942	2.709949435	6.856715253	1.217827891	2.987034188	18.94708166	6.779590549	3.641503101	2.641188214	3.251165911	3.581665893	1.896409735	4.028516391	4.273770385	6.073266364	5.612133173	3.397368867	6.356131516	4.332173264	5.205979166	2.39037393	2.179163201	3.231994173	1.119158702	2.050920831	3.530386435	3.289138328	4.313507623	3.26969608	5.976770341	4.966285383	8.066087318	6.135123459	2.262552151	3.200596871	6.298850721	2.364425587	10.55650397	14.75047617	4.594950457
TPCN2	15.38214397	9.159178801	10.23410095	24.8884272	9.381917177	10.90152201	22.07113526	16.91937983	11.23825144	12.47557963	11.24734088	13.04273686	6.736830091	19.01738077	10.60211169	13.92781908	17.91150636	10.51327357	12.08200436	16.52235598	16.08219124	13.48014116	24.84567866	12.48527766	13.82815346	103.1819203	10.02508381	11.49785472	13.51570241	16.40782782	14.37873562	11.06309726	18.89302338	28.51123247	8.645117116	14.16377972	10.95383571	24.15259485	13.7210115	11.40824352	20.4735739	8.591430554	11.52324583	13.72920381	8.695024663	17.50610157	17.61616955	6.764665	33.89591442	17.12075367	18.73009015	18.21538192	12.11371233	16.42397671
WWOX	12.13992625	10.12699855	23.82778416	8.069371255	7.981714727	6.761664341	7.131450221	12.73391607	12.61663673	12.2169504	14.96448311	27.03728283	46.79525	11.28863364	5.103163137	10.95298404	10.3866847	17.96096616	7.712321993	11.82050042	7.675106334	12.50411636	11.56957831	2.727031395	15.29983638	1.570609207	21.12328624	12.77916399	26.26755327	6.314515833	7.768596289	11.79484651	9.081073775	16.52034482	7.22814385	4.279548363	4.989118195	8.525700359	5.867731064	14.86557754	8.983283473	4.925927216	13.43761337	7.127990572	4.233615507	8.135541386	43.0856306	10.00225192	3.095368608	27.35152916	12.52180355	11.63893412	1.248352644	12.11637741
ALDH5A1	36.63166868	13.91300799	19.70762403	16.02155115	7.454878995	28.37999591	6.452837848	7.559213614	26.32028923	30.46059019	21.79771648	29.21389587	20.08872512	20.67608107	3.289080868	0.946596456	38.57299532	15.57588498	4.07312033	18.63625456	7.244224642	29.3944515	24.85553534	23.27470794	32.80938939	38.75719026	22.06566106	24.33896505	8.387774594	9.125622583	33.00210012	14.20596796	13.18283821	17.67439098	5.672460422	35.59833684	4.989103516	25.06104675	24.28853746	4.650312986	4.373293199	21.17175185	28.03069375	4.975096163	1.228323048	36.22655026	7.535324009	5.994817686	5.108513404	22.37677078	17.84157932	27.26457995	22.11781578	18.27539124
NBEA	3.25653735	0.966115123	13.34831955	3.186970865	0.650443072	0.746263521	4.02432528	2.773818141	1.971575283	2.118840944	2.390046612	2.195790292	0.328227249	1.052147374	0.523084906	1.314663216	2.435520925	1.583902512	0.57462871	4.811463948	1.291348629	7.291410699	0.471030032	3.152468687	1.759260478	0.110530619	1.637559802	6.47919989	6.199525982	1.239727916	1.837681007	0.891593328	3.226110554	6.394913316	5.405737303	0.732001506	2.821039212	0.325514496	0.283430331	1.833742599	1.67056607	4.285987561	2.243532742	3.132199549	0.517862552	6.147010736	55.48805187	4.039359067	0.393365066	1.998194918	0.660836189	4.89189785	0.342782028	3.574493537
ANKHD1	34.21406453	35.90793167	43.8763253	44.64669782	38.09852227	41.28253819	44.6674059	64.43228635	55.24025767	32.47070831	36.22029093	58.65708718	31.79119624	56.72785902	39.57861537	27.99058039	28.42378358	44.65508662	40.81078764	59.2590573	54.13736287	66.32553722	49.75416289	28.72169245	38.98771201	38.67345632	40.81666336	47.02560455	63.43765854	63.15464312	32.04096082	56.03674197	49.52861106	53.51894136	52.53986368	26.6997218	31.48024454	31.66401544	28.07138481	45.91166268	33.32055118	52.39933093	41.81945852	37.87881992	43.20262394	70.66454919	120.0504769	33.89683327	44.74356654	33.9603601	38.02642328	50.84494927	50.58653781	45.45041895
ZNF614	5.740283369	2.623469084	4.196386779	4.061446364	6.517018878	5.520538649	4.123787877	3.560898587	3.980982302	6.559563638	4.457750223	3.690048029	4.783040756	9.094603498	1.742258405	3.709981273	5.989106049	4.654691934	6.595288436	3.935593048	2.495561164	2.593957873	6.871621949	6.444062104	9.167469356	13.62919119	6.647402098	8.898015958	9.145455629	10.31572127	3.807860092	4.192471656	4.47347254	3.413488318	4.407871022	14.55020126	3.139909948	4.300877051	3.116836555	5.045155133	3.324506752	3.926413763	9.009693584	8.712518025	4.629827069	12.34158878	6.369276137	3.25336015	3.363552532	6.391648161	28.73317337	8.40542085	13.19492948	6.299042415
GSTM3	9.007005758	113.8726163	6.436631071	9.803620644	3.444770881	29.99744473	48.69171874	45.14799982	98.24195218	28.54940704	127.8471738	108.3887458	9.51668701	126.7988383	6.473486735	10.75470627	12.92864169	84.14547042	11.96384849	104.7698738	5.018060056	9.60234691	22.48739532	6.484120068	80.72541802	44.07668594	8.503915522	2.708688108	9.91852296	4.220558937	3.996406964	222.706877	20.027447	45.18343538	56.66354692	7.852819931	12.70824128	2.372789637	29.84200244	4.019180681	10.72060683	4.212580994	173.7398846	6.742632317	1.58644144	7.158259849	42.5494355	44.7013895	1.894604215	424.1069038	16.64741075	7.724410617	308.3075847	49.92436309
REEP3	18.74457513	40.05225287	11.46301845	22.34025813	19.90274468	108.0322654	39.42479492	19.24966693	32.6861699	42.61635907	26.5440563	37.84096684	20.06100625	47.27940932	78.57008877	26.86083501	25.9743572	25.43471673	49.26909224	27.29122116	47.238014	52.12513286	49.63111661	114.7280826	49.07331899	80.92638473	14.14967211	48.62129388	55.27400096	52.0948812	14.93118058	21.10434011	70.28436837	28.8212474	44.48536922	20.91314046	21.80632676	68.02476501	21.36267608	34.82320564	36.53758626	56.09862057	41.10277712	33.91805787	54.31900962	26.82355296	25.26939354	38.55296201	32.80339059	35.33100388	14.62365442	47.28361084	80.99171733	40.63607
EIF5A2	1.67324292	1.966663992	8.3291376	3.907004474	13.30623637	6.543762017	5.919497201	1.291817236	2.448822002	6.721623289	3.603313482	2.329472436	12.21799028	7.200997724	13.55504702	5.342102307	1.296134243	1.195570315	8.186260298	1.05068987	5.647497116	2.449745717	4.310398794	2.311917893	2.254981667	1.101673073	4.047737841	0.904070334	3.179363922	3.367650297	1.505458019	3.272535584	3.846677623	1.154730769	4.842211207	3.614767285	8.640353455	3.059048491	6.560247626	4.909221139	7.666595786	1.475844715	3.853791972	13.70203909	10.21169086	1.56049279	6.111737011	1.347233962	2.581651117	1.920653006	1.061390046	7.200928081	2.091479087	4.525494348
FAM124A	1.131978512	0.836824747	2.832186654	0.871937238	0.754917987	0.186424005	3.011615456	0.473716982	0.536210199	1.18426974	0.687786564	0.581911068	0.301203962	0.946212536	1.130350985	0.365293074	0.394157325	0.667402782	1.469123375	0.049375933	0.787723805	1.097568527	0.947083569	1.481534404	0.32893919	0.427980441	0.820182397	0.32632423	2.319313488	0.903652717	0.336891547	0.328790173	2.797443954	0.275599929	2.820721558	0.914306064	1.219713721	0.726306328	0.088504623	1.844056412	0.936651734	0.312730628	1.285475168	0.876128531	0.3892994	0.37884475	3.613672778	0.69000547	0.476881458	0.376834247	0.455630219	0.659664121	1.157071115	0.958762751
AKR1D1	0.404164353	0.634061046	1.279213262	0.670076194	0.57758089	0.633916938	0.911717831	1.468697157	0.633101155	0.609721166	0.85837182	0.72476839	1.152242065	1.418830299	0.301562971	0.275046182	0.863458738	0.800382545	0.77222263	1.085341412	0.908803661	0.733753139	0.603837525	0.386232527	0.701932227	1.367283854	1.144847389	0.690999499	0.805620732	0.995809744	0.819080678	0.856547148	0.735674294	1.109784209	0.998654092	0.542933737	0.377047225	0.60329404	0.667109111	0.718499017	0.717118291	0.48882579	0.878249507	1.391225986	0.468412782	1.597399267	1.414652918	0.4742516	0.47910603	0.863544558	0.858865967	1.529403099	1.782260516	0.845010136
