gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	average
DCUN1D2	8.886511828	3.036210498	3.951069639	8.946482408	10.27995562	6.801987099	4.870039278	5.531375176	7.456250493	8.18675635	5.871985585	6.710783998
ACAT1	98.15767307	15.06836704	39.16042218	88.86137013	93.33043128	99.08387741	31.4772302	47.57228823	90.07815796	86.01951096	20.88732039	64.51787717
SUPT16H	175.5172275	74.45462981	73.98568571	150.1072781	159.8280377	151.5192875	64.53409793	195.5524471	190.4887499	172.1189659	126.7454376	139.5319859
RERE	116.8612673	27.70528985	14.19830585	91.88309919	101.9668026	86.01725284	26.78385443	47.7354505	95.53178769	80.93521544	40.32094078	66.35811514
KLHDC10	12.06610528	1.848065809	5.661432088	9.476866862	9.958603711	9.23049936	4.470954607	8.891988258	9.243417322	9.808487054	6.069935833	7.884214199
CASP8AP2	8.286806141	1.139234399	1.767383487	6.902561522	7.656005667	5.069709492	2.769261206	5.978071028	6.846486198	6.223133258	3.627625764	5.115116197
GJC1	28.20190429	1.771930526	2.075944943	28.62502247	26.71715878	15.27097176	2.676316407	8.236621925	36.75982079	12.77184812	2.553564997	15.06010046
FYN	111.0788719	18.08135693	19.76470495	110.2214335	141.5847827	108.6643618	21.81146666	66.9481774	131.9671416	107.9966475	33.70684116	79.25688964
SHPRH	7.53423289	1.578382566	2.537617124	8.228684045	6.220950343	8.154517269	3.243928312	6.759242662	5.741342991	6.792260705	4.104072427	5.535930121
CRTC1	7.619680128	2.769510597	2.382131388	7.466048793	7.647347114	8.680546278	2.913507732	4.718116504	8.516337154	7.834193624	6.463713501	6.091921165
UBR7	25.05370919	15.88191518	15.59147438	19.82082097	23.1413927	21.04799836	14.40455736	25.62588583	29.35153997	26.4914714	20.40966288	21.52912984
RASA3	30.12474493	4.844896906	5.790988096	35.27004725	27.776694	28.39003695	4.370383932	21.50251726	23.54355989	23.27331474	8.383269458	19.38822304
ADAL	7.328068145	3.658212677	2.262151403	6.129399162	6.475370306	7.536705921	4.045328669	5.404452368	7.622471925	5.008354706	5.330454218	5.527360864
CPSF7	43.81608333	36.06578288	31.06681779	44.25256705	45.79161848	39.93231402	39.26089139	45.54956219	38.84926383	52.53987834	28.52369942	40.51349807
NAA30	24.34002484	3.988685298	7.784991133	17.61825984	19.50510711	15.04811498	7.895540796	14.49704608	18.43464731	14.94283281	6.341555302	13.67243686
HNRNPUL2	132.3749632	68.9095612	64.76605814	98.26845733	126.2620241	90.17472818	61.98920914	105.988334	115.2797781	107.7313033	62.9662008	94.06460158
ARHGAP33	4.13013764	2.822288625	2.31306431	6.086243173	4.56264679	5.542429466	3.82009333	3.786774901	6.48079892	5.756988472	3.064664114	4.396920885
LYPLA2	22.25722458	134.6787633	76.07571225	24.36637371	22.83856243	16.28750345	75.10452767	97.14147881	23.2528744	45.05097908	113.3899768	59.13127059
TXLNA	33.17696184	16.01256343	14.86743383	31.87444723	38.28600523	36.29526737	24.17217645	31.30053867	40.09322333	34.27857738	28.25928955	29.87422585
ARNT2	14.84018492	2.056672833	0.913233424	16.27480219	17.97705783	10.32378141	2.169741485	5.960384167	16.26448589	13.5206948	2.895718186	9.381523375
TAF5L	19.62325289	10.26192877	12.4459366	21.44226235	20.52023908	17.31301603	9.504579912	17.73195366	19.06104048	15.97826726	14.04235078	16.17498435
UCK1	31.83732707	10.95815364	10.23082403	21.09308643	34.85534778	20.69936786	18.82441749	21.20283478	30.47929126	26.670306	13.38712166	21.83982527
ID1	24.6597244	2181.128864	411.3039383	22.91989622	30.08959652	17.18349934	343.4395121	285.9600877	25.47127655	221.2518601	1956.68186	501.826374
TCOF1	32.8282149	15.92083616	13.23922269	25.33188905	32.48757811	19.70254923	17.37650839	26.90150946	27.60736009	22.0779351	17.98444097	22.8598222
STK33	6.831188308	1.016192325	0.414693192	4.840259139	7.122139981	5.831281896	0.717609117	3.577040674	8.593317809	4.990730999	1.347354133	4.116527961
FNIP1	21.61694052	4.401831724	5.077527491	15.75938743	16.16276713	15.24677072	4.690632599	12.80325218	16.59581894	14.7499238	8.246527239	12.30467089
PACRGL	11.25704875	6.341353668	6.309188916	12.51092376	11.08750507	13.05210256	6.542506516	13.9467623	9.833137865	9.735125857	6.789029843	9.764062282
VLDLR	31.9549222	2.028590634	7.695788429	46.39781852	39.44683728	51.78786539	12.90016421	9.724135901	49.34409354	34.94347858	1.811413792	26.18500986
DLGAP4	86.63751598	36.94149613	26.52364898	62.8138683	99.65659522	62.77965936	24.982038	51.35996303	84.0147496	62.34634359	45.88310932	58.53990796
DTNA	144.6496964	0.5997573	2.138088726	121.388749	149.6361954	66.25874515	9.862363633	13.09087252	86.34144944	48.74227596	4.877951881	58.87146776
POTEF	0.471307448	0.184136379	0.231490021	0.530877604	0.612260996	0.58417232	0.174613423	0.131592656	0.615689005	0.361447447	0.251906213	0.377226683
SEMA3F	4.16036221	65.32479034	82.5370225	4.353863224	5.090887932	8.156194898	84.96804623	66.81339646	6.165751048	24.58749237	92.03327869	40.38100781
PALM	31.30109127	8.178026223	8.877552281	26.3233556	37.02186616	32.1307516	4.660115144	41.71252386	46.11734044	44.12544526	17.95682476	27.12771751
ROCK1	70.09138541	9.392211663	13.25124844	97.7293112	88.63007549	59.21153813	11.70613878	32.36241643	59.32206857	46.48575057	22.71637905	46.44532034
SMCR8	10.25411045	1.727833702	3.475114115	6.512195925	8.373902054	5.224783912	3.08677787	7.303785118	7.516431758	7.17395532	5.090629185	5.976319946
PELI3	26.78040261	7.671732206	2.410969486	18.61032535	18.62443056	16.84525253	4.981024886	8.453153668	16.1973443	21.65396113	5.793872419	13.4565881
SYTL1	0.400344005	120.6943635	118.7923617	0.977271523	0.231804666	0.371168916	134.2282543	29.4070449	0.424825902	12.78170004	79.37656709	45.24415514
MAPK8IP1	15.26295297	9.921393017	3.121731211	16.35393958	15.77486071	18.13188336	4.728831764	14.49380299	17.62104708	14.63091067	10.84513459	12.80786254
BCAT1	5.340939616	1.426617807	1.381054712	6.634318384	3.130037695	8.136504901	1.570863816	6.768782847	4.873159768	4.499176156	1.895169309	4.150602274
GEMIN5	13.39269715	5.064508041	6.495407928	12.25210548	13.82735659	9.536398671	4.399445816	10.75785167	13.0203567	13.38438049	7.604340714	9.975895386
UTP11L	66.46381988	34.27634662	33.21014934	64.15143906	50.83491888	60.58562326	30.19611798	44.86559908	44.52890446	44.40267267	32.32354225	45.98537577
NFATC4	58.8826485	12.91433363	6.646547489	47.40746732	53.79181378	34.47176912	8.050890501	27.76202547	54.71408741	46.85100692	13.78023251	33.20662024
DMXL1	29.6704836	9.417868953	16.24159476	30.97288049	25.27203756	32.26325012	16.11220534	20.79198969	28.80492227	24.94156657	16.21918851	22.79163526
HACE1	7.295961518	2.265933692	3.796444918	5.767455179	6.699633345	8.148052817	2.881534507	4.934562085	6.784363047	6.002869938	4.433917403	5.364611677
TRIM44	36.93336547	5.51518156	8.061127171	41.98687203	35.65426368	42.23565884	6.553139091	25.37449707	33.53137043	21.78137915	12.51973881	24.55878121
NIPSNAP3B	2.306918336	1.340114499	0.938958002	1.575208657	2.662322937	2.877882545	1.249357004	2.28981368	1.929085159	2.400051958	1.157846127	1.884323537
PDLIM5	92.89574507	17.89770498	36.46598179	109.015083	117.7365302	107.3418934	38.18201147	40.07424064	76.38718807	70.34578965	31.93108578	67.11575037
REEP1	70.51221768	0.417786805	0.930782775	55.03880367	65.2363133	37.90723686	6.688453681	9.6451226	68.06609169	38.96678084	1.208419363	32.23800084
ABI2	30.30111543	9.199240233	7.0651761	32.23790929	32.65869981	34.6656708	7.645023849	24.86293414	35.28463045	28.04085427	15.26742633	23.38442552
PTPN11	143.676645	15.39137388	33.32636092	135.7954182	201.0244578	146.6986795	32.21547821	72.94400939	107.353311	74.96100976	39.48564835	91.17021745
FGL2	194.3500247	7.834614099	12.0861852	167.8043314	269.0879418	187.0551649	19.74240534	99.24356381	165.4446912	225.0645638	19.76155847	124.3159132
DENND5A	77.76346047	12.463053	9.860431563	78.62094888	77.65968417	81.21783205	8.737835019	36.35685707	93.9101547	56.76598559	17.2747583	50.05736371
SCML1	6.444751664	1.8660171	3.489330533	6.592307535	4.671974591	8.141100931	3.508395436	4.697409722	6.869392761	5.915955711	2.977132055	5.015797094
C5orf42	9.765906444	3.014058495	2.458290896	12.78334026	8.997414246	12.94205307	3.863582141	8.426373281	8.241971371	7.997996957	6.095344033	7.689666472
NFYB	50.0937644	7.942196174	6.883471615	34.63088782	38.08051978	39.60650872	9.959739502	20.51663532	31.95574815	27.58689139	15.55808389	25.71040425
CPEB1	17.35650862	1.201048905	0.705356515	9.460297162	17.12785893	10.14243538	0.90422005	7.539365176	12.6847325	11.67982382	2.227505603	8.275377515
TRPC3	3.134863989	0.417978388	0.408609402	4.450289639	6.334472434	5.547992613	1.273149368	3.154358948	4.210624009	1.672889065	0.715551637	2.84734359
DENND5B	15.46059286	2.240646991	2.693408887	14.80752238	13.80296643	16.77985116	2.210996871	10.5337859	11.0517497	13.96362295	4.662788493	9.837084784
PREPL	33.19274861	9.581163289	10.51194306	36.86686273	33.00080855	31.17127438	13.71519886	33.18426948	30.33631693	32.19544844	24.6997214	26.22325052
NT5DC3	114.0166904	2.02842242	2.957804972	114.1472048	71.27699417	101.7254729	6.833666867	8.731221318	69.76426426	38.98472611	4.287168766	48.613967
KCMF1	20.61154705	10.5687713	18.85333819	17.61659833	19.58204814	18.49631414	15.92310806	14.57625879	19.04306512	15.9193791	12.78752343	16.72526833
MKRN2	24.60124796	6.325854968	11.24728408	18.04848778	23.84083272	24.75048639	18.8318784	19.97164221	23.13834017	23.23338719	15.77155839	19.06918184
EP400NL	5.941014137	3.984078901	3.757737369	5.246327525	4.951649633	5.184378318	3.880794135	6.027415158	3.463912069	6.898360048	3.915133969	4.840981933
KLHL4	2.337127354	0.012226518	0.150789145	1.794060868	2.782400714	2.414913943	0.010571183	1.254233259	2.945474477	1.980171442	0.192592368	1.443141934
FAM53C	33.10417673	17.96014782	15.84541958	37.61013493	34.78761077	34.56467928	12.00425785	23.52720129	30.35049118	24.70395693	18.23268283	25.69915993
PDPR	14.54316627	3.671990259	2.495603354	26.06369893	18.51920093	18.13196667	9.441900189	12.41303592	16.71578107	18.11649322	9.264072767	13.57971905
SDC1	1.314060916	1424.858822	1245.365169	2.515864391	3.815772411	2.482500166	1011.655295	486.6146792	22.15397157	114.1539279	1893.363294	564.3903052
EP400	36.31513227	14.88655913	17.86239321	33.35195053	36.0564129	33.48940469	16.51623704	32.10004805	33.83310158	30.14162891	24.05060429	28.05486115
KIAA1468	9.721468029	9.888657625	28.29565741	8.406423712	6.733714003	6.270011601	22.11387996	11.15237971	6.237794311	10.0231006	19.2669244	12.55545558
MAP3K15	2.07298908	0.949337478	1.150105737	1.516204061	1.729024909	1.806607538	1.435017577	1.405845658	1.625689741	1.650516371	1.248121627	1.508132707
TMEM63B	20.83112487	58.94926742	38.78978893	20.89991697	20.10716903	16.81280658	48.54500193	47.56648213	19.6295953	23.85304621	58.95141114	34.0850555
DYSF	50.20667652	2.707310218	3.063172748	53.96355264	59.72209878	55.42035484	5.943978917	18.42264258	55.36469572	43.67025152	3.024723558	31.95540528
ZNF382	2.175873606	0.39749831	0.133510274	2.109700139	1.811445924	1.658908538	0.270557737	1.270831409	2.408349643	1.995224953	0.43040732	1.332937077
TSEN2	11.45192403	6.410363401	4.450933652	9.158517637	9.126601683	9.996741684	5.646068933	9.394619304	6.892271013	10.95916156	6.729325508	8.201502582
PKNOX1	25.49068477	10.3329487	6.5081908	23.40489967	27.63273686	28.38369287	7.547439024	16.82407457	29.31633724	21.08471058	11.2664196	18.89019406
GNAQ	226.9290924	60.61787776	32.24755143	205.7781703	219.7104666	204.5551322	53.40342393	115.0416664	207.1601691	140.6340699	65.83208202	139.2645184
KLF12	8.38415272	0.589610763	1.748685267	7.437287371	8.562154139	7.807588429	0.893141584	4.44572027	8.118241274	6.727469634	3.016314083	5.248215048
FUBP3	68.337329	25.94389121	35.9573932	62.86610187	65.59723165	62.06838123	37.01019188	57.14444102	60.18433888	58.71937393	35.40428566	51.74845087
TMEM9B	23.53095277	72.13466764	71.57622073	20.79243983	18.0420314	18.00724174	72.41228651	68.2566181	19.09701501	38.91225392	87.79978643	46.4146831
PKDCC	123.7101846	1.46870987	2.822430111	136.5156297	119.0205345	58.5212926	15.79585501	19.58880272	96.72690741	79.77639671	4.656793538	59.8730488
FBXL7	28.79139985	3.402272527	3.847095806	28.08963696	30.31268329	26.24387681	2.353314068	18.03650896	39.60256364	32.24219334	3.86250383	19.70764083
CASP10	4.775239992	6.771879223	8.667295729	3.94931717	2.941032706	3.399885779	12.65407182	10.74877465	3.63167604	8.471636145	12.96963497	7.180040384
C3orf15	2.612793463	0.533960941	0.406672292	2.661680566	2.044043816	2.252049207	0.453569107	1.967057434	2.187412024	2.034588178	0.976171256	1.648181662
SCN7A	10.16931663	0.157784914	2.916084551	9.805205117	10.56096111	13.28890703	1.09803546	8.281150961	12.52812115	9.604962255	3.231526966	7.422005104
UBQLN1	66.01571357	42.75374589	53.32041703	63.91699097	59.66349803	60.89655428	38.6486675	68.18843668	50.67490547	59.34445277	46.53530888	55.4507901
NFIB	49.76269676	15.10526611	6.236613015	36.93543338	39.31318312	32.5002885	6.258944738	29.13402927	45.58895564	46.57623252	10.20041647	28.87382359
SHC4	0.871483294	0.28021248	0.474803604	1.267640007	0.807295997	1.161570663	0.395013294	1.367135236	0.839570389	1.340143803	0.738112522	0.867543754
COPS6	195.2846694	144.2653735	135.2587971	178.4617031	207.7227726	177.4174753	149.6142223	167.131403	190.5656603	181.5797897	140.4665033	169.7971245
CARD6	5.185706601	11.75825761	11.83066969	2.491147881	3.089124348	2.971721022	12.42791848	10.84127368	4.891749031	6.928380401	15.67976915	8.008701626
OSTM1	48.03842354	10.02488356	8.995746051	40.84247085	41.53380377	40.34460989	9.915043505	28.10176941	50.95269695	33.94744075	15.08473997	29.79832984
GARNL3	12.5026186	9.084533082	1.269930671	10.76220988	15.70696432	16.53670274	2.588627091	6.684093283	11.15514071	15.65589287	3.543024281	9.589976139
MED22	41.75460717	15.19316485	7.087804178	33.63024805	49.01373448	28.64652173	12.7396308	24.51618114	35.15040824	36.68153008	14.14492775	27.14170532
CNBP	305.5271095	170.2711693	139.5637012	248.5203906	259.6734391	325.2472979	158.4508627	212.8747171	230.5348613	300.8674473	175.0045634	229.6850509
TP63	0.027444053	36.24498181	49.96972265	0.190321337	0.137513786	0.174616133	46.39733278	39.60093048	0.156012398	10.78154085	49.58820931	21.20623869
ACOT9	46.39065808	9.522830775	10.99465839	56.83266886	69.63518217	54.42847704	11.27754314	28.32447974	45.22512343	41.19181505	20.20221969	35.82051422
HUWE1	69.63714392	23.8140475	27.93653411	68.11935028	72.35882056	67.85268046	27.48145306	53.95946879	66.63489507	62.80378338	34.72495559	52.30210298
C1orf106	0.25300356	97.06280877	34.46747977	0.189904294	0.232001742	0.158947489	42.6578406	30.59096519	0.169207104	13.13043322	89.778113	28.06279134
KIAA1462	156.4565585	5.693340454	6.257999734	104.4684597	134.2459073	133.9970551	9.114855106	35.61338212	92.21621417	101.4839424	6.887999964	71.49415587
TSPAN1	0.850840994	337.1789759	10.59624317	1.06208717	1.350046635	3.045138652	48.73854167	140.1740988	0.967362595	48.23377144	870.4013739	132.9634983
UPF3B	19.18289822	4.231741791	5.606378697	13.093979	15.31548962	12.59150078	10.49550657	10.49491283	12.77093367	12.0482325	5.101145009	10.99388352
TAB3	7.559243868	3.466378253	7.745140855	8.578224895	8.287870925	8.229939943	7.533579839	9.006627399	8.605031105	7.611101117	5.650951284	7.47946268
KCTD7	22.87438992	2.37409486	1.543356333	19.95683583	24.54602887	13.744617	2.970289089	8.15357423	19.1673519	20.23041208	5.26788122	12.80262103
FAM149A	30.71465668	5.020964459	4.160315423	25.6865365	24.79528889	27.09722889	6.79044659	15.18677347	22.70133815	21.82478502	4.786839313	17.16047031
CAPZB	321.739076	235.8592352	212.0629303	312.1248902	330.037238	274.1638367	244.5985188	314.2141153	351.3736985	295.771157	227.8104534	283.6141045
TECPR2	26.68901522	6.185755471	5.025648721	33.41295188	33.6622826	19.43451382	8.14468586	13.84493364	24.79923384	23.81294941	9.241648672	18.56851083
MRPS10	36.77581463	18.0542997	33.07380693	41.37691991	39.0388759	34.33699218	33.65702202	32.90176712	40.70947036	32.2671906	27.0499258	33.56746229
USP45	10.57161802	2.778728298	4.553130514	10.09724642	10.98033274	9.332290202	5.97284551	6.410118194	8.09305444	8.877542862	5.395673075	7.551143662
GRB10	44.98902093	17.59998133	6.943348237	45.25470034	37.46656762	34.17761005	5.11511818	18.8095705	28.56100122	27.25388318	7.833642155	24.90949489
ADAM11	0.824286083	0.111343084	0.465439028	1.446182389	1.082571758	1.267930344	0.886683239	1.083769153	1.254901371	1.640343228	0.117161931	0.925510146
SNPH	8.739347902	0.739092783	0.573298164	6.64845809	10.84422034	4.71833639	1.030011953	3.212960621	9.293716715	5.749268908	2.831011907	4.943611252
PRKCZ	3.501302506	25.01332284	18.30521635	2.560555481	3.420186303	2.871478465	20.29336344	15.84971778	5.699783922	5.316620748	25.61665021	11.67710891
SAMD14	4.607822786	0.840383007	0.604429092	2.744962852	6.897080356	4.660299999	0.52967429	4.811455936	5.94023551	4.029284567	0.75181936	3.310677068
DST	243.1007006	109.400837	71.75922336	290.4028769	253.9046724	299.6007275	50.06710542	191.1404288	168.0416131	200.8594942	79.16203891	177.9490653
AGK	31.95298551	22.07341171	23.85762686	33.10228815	31.80832136	34.48332859	32.1831377	41.50822288	35.29527667	39.13457917	30.22466033	32.3294399
MAGI2	22.45150663	7.172586207	1.718700207	22.27862851	20.70098271	19.94995921	3.830221113	9.769556735	18.71259098	18.24946543	4.629310375	13.58759165
SETD5	35.01824581	14.54606194	16.25207873	34.58628114	28.90130602	29.66596402	21.34849796	31.33440159	32.30787386	27.0499636	20.91787767	26.5389593
GTF2H5	12.79194017	7.974218001	5.040720123	12.14640051	15.18589464	11.76037625	6.872332803	9.197277356	11.15382953	10.63290124	7.569677399	10.02959709
RNASEH1	19.79324837	8.567225131	7.61481517	19.75606358	19.58627215	20.2948188	8.669782546	15.04040498	17.07310123	14.3808613	9.252500863	14.54809947
C1orf116	0.034354534	86.27811975	129.7564859	0.012706386	0.076506714	0.052044028	43.5545626	15.0103063	0.075948725	4.494328121	75.58431534	32.2663344
COQ7	16.65479649	14.15740923	8.698001846	18.03958282	17.11480493	15.39931658	10.20555068	17.03334206	16.06661201	15.35154425	12.09230631	14.61938793
RAB11FIP2	16.8718225	2.082700528	2.227844578	15.06895052	16.49621466	13.19127298	2.768661868	13.49336731	15.88427994	10.4923086	2.884474861	10.13289985
CD99L2	79.82061072	12.3921123	9.271986953	67.78367009	73.02438583	54.05993917	9.157019625	38.41325345	88.3358328	75.98145641	14.00779001	47.47709612
TACSTD2	1.146508238	1102.124252	1558.509236	1.652135598	2.785359376	4.127854616	707.065291	303.7900787	1.467166601	76.48994958	1285.163456	458.5746624
KHDRBS3	16.70194958	2.863893579	2.581097519	18.56890918	31.38890392	9.320847701	1.488073419	18.62029517	25.7518713	14.28193981	3.445137234	13.18299258
CHCHD3	67.36687397	25.72112187	28.19007193	65.47236215	69.40079611	61.13632648	33.92401425	60.20904081	74.5108425	54.86441147	33.65708195	52.22299486
KIAA1279	25.00066725	15.46487149	13.16845514	26.98323494	26.67124307	21.18494361	15.17611033	23.71074553	25.59172586	22.45659658	15.25742027	20.96963764
CCDC107	125.4045087	29.09152358	18.61470724	97.07214493	124.6043043	78.84277507	29.38862333	48.67321897	103.3600061	80.59574633	31.63164256	69.75265464
FAM172A	22.07688237	5.83790269	5.197108332	17.69464849	21.50467893	25.36481089	7.080612406	13.27028009	19.59095033	15.56209345	12.29972294	15.04360826
TRPC1	8.363660533	1.311126869	1.159569631	8.673286396	7.215120856	9.711513399	1.365801014	5.964562657	8.543177614	9.009079461	3.53721552	5.895828541
REV3L	15.842137	2.326421563	3.143041108	15.98479339	12.33161163	24.52772363	2.06132056	12.88956309	12.38174184	9.955893212	3.778447163	10.47479038
PBX3	50.36912928	8.266900164	9.742535571	47.36394425	50.72871894	43.8140176	8.374072221	36.93305625	60.13795716	48.03807801	15.49883709	34.47884059
PRKAR1B	24.63131498	12.51166017	7.168393416	13.99634208	23.13395703	17.57947265	12.29681871	16.30990259	17.77411206	24.19225099	5.820255579	15.94677093
USP16	34.47412298	17.66575367	22.94133462	40.68296393	37.8443695	44.01540125	21.85480846	34.53239409	33.28452462	31.38656898	29.59323158	31.6614067
FAM83H	0.235236855	74.29846452	78.68630062	0.186438914	0.276901012	0.311562798	84.24094201	32.92351573	0.273820155	6.756705615	78.1724271	32.39657412
RBBP6	25.25040091	16.03517579	21.45944061	31.83069697	25.04312245	40.41109972	14.80497533	24.70347351	19.99891044	19.43468931	20.46192919	23.58490129
KLF5	4.151714844	401.2064661	365.3777107	6.680757724	2.442898537	4.462248072	214.0603409	136.2867109	1.799003521	33.49397218	669.78407	167.2496267
MRPL35	47.20551726	18.13521176	17.61945139	40.96147924	45.47164894	28.7620786	26.71527806	37.2668955	46.46128744	34.13482254	24.09233319	33.34781854
PRDM11	3.723698547	0.959257828	0.792500119	3.453400709	3.542914765	2.841582951	0.629533165	1.269077149	2.830334853	2.921291676	0.854240238	2.165257454
PTGER3	48.56827283	1.182376398	1.446814883	54.48963489	27.92433303	65.79304014	3.826470146	8.042215528	43.63880151	20.75288936	3.473644584	25.37622666
NDFIP2	6.051574238	35.51263698	25.22387976	6.043243717	5.32330019	7.428804307	22.25897569	24.54982134	6.612761323	12.18934216	49.83453622	18.27535236
FGFR3	0.257205865	61.53697461	145.1669341	0.276997038	0.32851262	0.622283993	156.0558341	21.29840886	0.65940072	10.82726819	251.3651241	58.94499493
